habitat_type;sampling_regime;plot_id_year;exploratory;plot_id;collection_year;biomass;abundance_unidentified_identified;abundance_identified;species;abundance_carnivore;species_carnivore;biomass_carnivore;abundance_herbivore;species_herbivore;biomass_herbivore;abundance_detritomycetophage;species_detritomycetophage;biomass_detritomycetophage;abundance_omnivore;species_omnivore;biomass_omnivore;abundance_weak_disperser;species_weak_disperser;biomass_weak_disperser;abundance_strong_disperser;species_strong_disperser;biomass_strong_disperser;landuse_intensity;mean_winter_temperature;precipitation_sum_growing_preriod;grassland_cover_250;grassland_cover_500;grassland_cover_1000;grassland_cover_1500;arable_cover_1000;arable_cover_1500;arable_cover_250;arable_cover_500
grassland;annual;SEG25_2014;SCH;SEG25;2014;104972952582207;406;142;22;5;5;300.512070053026;118;15;985429943066434;0;0;0;19;2;342.483757503365;4;2;10497.2952582207;2;1;121488058773142;137;274287833333333;39472;4945;3695;3296;295;1184;2121;0;0
grassland;annual;SEG25_2015;SCH;SEG25;2015;123737433839583;348;183;32;13;10;343.830131529084;168;21;120212758830472;0;0;0;2;1;8.63736938202679;12;5;12373.7433839583;8;3;299787338563583;137;257005191666667;33764;4945;3695;3296;295;1184;2121;0;0
grassland;annual;SEG25_2016;SCH;SEG25;2016;100147113561094;472;227;26;3;3;72.8523380182235;224;23;994185901809115;0;0;0;0;0;0;7;4;10014.7113561094;1;1;681975317284819;137;34330994214876;28365999;4945;3695;3296;295;1184;2121;0;0
grassland;annual;SEG25_2017;SCH;SEG25;2017;157293042947393;225;66;26;3;3;284.641269709522;50;21;151284866177732;0;0;0;13;2;316.176407256609;10;1;15729.3042947393;10;1;593080715351821;137;885902916666667;57073;4945;3695;3296;295;1184;2121;0;0
grassland;annual;SEG26_2008;SCH;SEG26;2008;106028988963989;896;219;28;11;7;716.845476900033;200;17;955889485805333;3;2;2.87186368413216;5;2;324.286697761402;84;4;10602.8988963989;3;2;635591903107135;164;514255933333333;41676;9973;953;7621;5645;1577;2769;0;38
grassland;annual;SEG26_2009;SCH;SEG26;2009;269964466044263;519;59;17;1;1;13.5107306533421;50;12;258184274540143;1;1;0.606500861914825;7;3;103.684683525939;13;4;2699.64466044263;2;1;178944335411004;164;864110916666667;56492;9973;953;7621;5645;1577;2769;0;38
grassland;annual;SEG26_2010;SCH;SEG26;2010;494619209387799;221;90;29;5;4;179.524132190715;79;21;444637665173205;1;1;1.13268141110866;5;3;319.158628544116;15;7;4946.19209387799;6;3;311716258005755;164;-412024083333333;47888;9973;953;7621;5645;1577;2769;0;38
grassland;annual;SEG26_2011;SCH;SEG26;2011;108179867483382;416;113;24;7;5;190.052983513037;105;18;106110724052309;1;1;16.8613595942696;0;0;0;35;4;10817.9867483382;1;1;191765725704337;164;-416065833333333;44845;9973;953;7621;5645;1577;2769;0;38
grassland;annual;SEG26_2012;SCH;SEG26;2012;320278537160502;628;130;27;5;5;78.2658470098482;122;19;304377344877678;0;0;0;3;3;80.7460758183899;2;2;3202.78537160502;1;1;65502930894518;164;143471446280992;32646;9973;953;7621;5645;1577;2769;0;38
grassland;annual;SEG26_2013;SCH;SEG26;2013;454393124820095;330;96;17;2;2;53.412520492981;93;14;448620004301696;0;0;0;1;1;4.31868469101339;9;2;4543.93124820095;4;1;265104774143574;164;740295583333333;36445;9973;953;7621;5645;1577;2769;0;38
grassland;annual;SEG26_2014;SCH;SEG26;2014;539152125469204;176;62;16;1;1;42.8060298962233;60;14;532693142180186;0;0;0;1;1;21.7838029939571;17;5;5391.52125469204;8;3;470607168244626;164;284674275;40512;9973;953;7621;5645;1577;2769;0;38
grassland;annual;SEG26_2015;SCH;SEG26;2015;172622505542313;151;25;15;1;1;33.3469497697795;23;13;159640301083551;0;0;0;1;1;96.475094817846;3;3;1726.22505542313;2;2;658559028367836;164;2712438;29934;9973;953;7621;5645;1577;2769;0;38
grassland;annual;SEG26_2016;SCH;SEG26;2016;506051105320533;282;149;18;4;2;23.3518068270935;142;14;50056011388499;0;0;0;3;2;31.5581075283338;11;3;5060.51105320533;1;1;115673409299641;164;358144297520661;31203;9973;953;7621;5645;1577;2769;0;38
grassland;annual;SEG26_2017;SCH;SEG26;2017;253115378832035;440;82;29;13;8;641.308885849689;49;19;17848691551951;0;0;0;20;2;104.975747275561;4;4;2531.15378832035;2;2;720507621961194;164;111189208333333;56839;9973;953;7621;5645;1577;2769;0;38
grassland;annual;SEG27_2008;SCH;SEG27;2008;329964629940826;403;92;24;4;4;233.549304417559;84;17;296599589496151;0;0;0;4;3;100.101100029186;3;3;3299.64629940826;0;0;134861958887532;101;279594;49698;6463;4005;1895;1476;4261;4005;1532;3038
grassland;annual;SEG27_2009;SCH;SEG27;2009;106946136354948;461;78;31;9;8;129.669321692194;61;18;830497694210452;2;2;0.693179640633598;6;3;108.601168006201;3;2;1069.46136354948;1;1;136590817700938;101;968989583333333;50149;6463;4005;1895;1476;4261;4005;1532;3038
grassland;annual;SEG27_2010;SCH;SEG27;2010;602470121543036;361;123;30;5;5;70.811584135206;110;21;569367587971657;0;0;0;8;4;260.213751578587;29;1;6024.70121543036;0;0;226298898093874;101;-213170166666667;52734;6463;4005;1895;1476;4261;4005;1532;3038
grassland;annual;SEG27_2011;SCH;SEG27;2011;389576654154461;542;136;34;4;3;114.365308864594;129;28;374205063927816;1;1;0.736470393775502;2;2;38.614123008081;20;5;3895.76654154461;2;2;185944064154885;101;-362013833333333;61084001;6463;4005;1895;1476;4261;4005;1532;3038
grassland;annual;SEG27_2012;SCH;SEG27;2012;546433966279127;545;171;21;8;4;130.515431858222;163;17;533382423093305;0;0;0;0;0;0;36;3;5464.33966279127;0;0;271751492872287;101;16144594214876;38653;6463;4005;1895;1476;4261;4005;1532;3038
grassland;annual;SEG27_2013;SCH;SEG27;2013;216062543555095;1369;189;31;19;8;310.468613241173;169;22;184583813761876;0;0;0;1;1;4.31868469101339;3;2;2160.62543555095;0;0;219778545169637;101;900236083333333;44103;6463;4005;1895;1476;4261;4005;1532;3038
grassland;annual;SEG27_2014;SCH;SEG27;2014;464677030066774;480;152;26;11;7;331.826555242479;141;19;431494374542526;0;0;0;0;0;0;26;2;4646.77030066774;0;0;201280116336813;101;318238883333333;44267;6463;4005;1895;1476;4261;4005;1532;3038
grassland;annual;SEG27_2015;SCH;SEG27;2015;236433916817731;586;110;29;15;10;521.091053337064;94;18;182032737669394;0;0;0;1;1;22.920738146307;2;1;2364.33916817731;0;0;156068205581982;101;283455566666667;33801;6463;4005;1895;1476;4261;4005;1532;3038
grassland;annual;SEG27_2016;SCH;SEG27;2016;579620502495937;567;161;33;13;5;584.711111145565;141;25;490496828422331;0;0;0;7;3;306.525629590494;27;5;5796.20502495937;1;1;148453595741862;101;373749330578512;25996;6463;4005;1895;1476;4261;4005;1532;3038
grassland;annual;SEG27_2017;SCH;SEG27;2017;574714671324533;485;114;22;8;4;219.167823308928;102;16;538681049112614;0;0;0;4;2;141.168398810263;46;2;5747.14671324533;0;0;352076616396405;101;962656333333333;58382;6463;4005;1895;1476;4261;4005;1532;3038
grassland;annual;SEG28_2008;SCH;SEG28;2008;115877028518932;1472;536;54;16;11;714.67595547721;502;35;106203046254139;5;2;21.3920852387042;13;6;231.33018576342;72;9;11587.7028518932;13;4;446189493848786;109;566907;39602;7713;6569;4682;439;3899;4176;1596;2946
grassland;annual;SEG28_2009;SCH;SEG28;2009;521867653170281;677;44;10;1;1;2.266149745457;43;9;519601503424823;0;0;0;0;0;0;3;2;521.867653170281;0;0;179642163192408;109;110442016666667;53756;7713;6569;4682;439;3899;4176;1596;2946
grassland;annual;SEG28_2010;SCH;SEG28;2010;251294904465957;375;177;35;13;5;247.232053534217;155;26;214635256083452;2;1;33.7227191885391;7;3;85.6417111022985;15;4;2512.94904465957;10;3;442039276113058;109;-1921805;47947;7713;6569;4682;439;3899;4176;1596;2946
grassland;annual;SEG28_2011;SCH;SEG28;2011;28587385048783;402;166;28;5;5;132.088593984936;157;21;269077311867401;0;0;0;4;2;35.8767922193472;12;6;2858.7385048783;5;2;332085971096665;109;-2670275;43676;7713;6569;4682;439;3899;4176;1596;2946
grassland;annual;SEG28_2012;SCH;SEG28;2012;102044025335228;380;64;24;12;9;202.156988073752;49;14;752931856296661;0;0;0;3;1;65.3514089818714;4;2;1020.44025335228;3;1;707758816677132;109;16715152892562;32834;7713;6569;4682;439;3899;4176;1596;2946
grassland;annual;SEG28_2013;SCH;SEG28;2013;210362824053986;425;76;24;6;5;551.499456083099;68;17;150265892904075;0;0;0;2;2;49.4698554160149;5;3;2103.62824053986;3;1;398544267912231;109;980572583333333;35896;7713;6569;4682;439;3899;4176;1596;2946
grassland;annual;SEG28_2014;SCH;SEG28;2014;247109415933088;332;57;16;6;6;95.2350557171548;50;9;235407530061977;0;0;0;1;1;21.7838029939571;1;1;2471.09415933088;1;1;217838029939571;109;319654133333333;37697;7713;6569;4682;439;3899;4176;1596;2946
grassland;annual;SEG28_2015;SCH;SEG28;2015;132993582621465;213;46;20;8;6;557.300660757145;36;12;615661628631994;0;0;0;2;2;156.97353682551;5;1;1329.93582621465;5;1;334506259858207;109;300627425;30538;7713;6569;4682;439;3899;4176;1596;2946
grassland;annual;SEG28_2016;SCH;SEG28;2016;544554043421108;530;240;34;22;11;480.64836263668;217;22;493834295430469;0;0;0;1;1;26.5491172697079;20;4;5445.54043421108;0;0;142523571972987;109;389934925619835;31114;7713;6569;4682;439;3899;4176;1596;2946
grassland;annual;SEG28_2017;SCH;SEG28;2017;155813355189776;690;98;26;4;4;44.8886207905342;90;19;131256927350724;0;0;0;4;3;200.675657599978;6;5;1558.13355189776;1;1;234310305394478;109;146191325;5722;7713;6569;4682;439;3899;4176;1596;2946
grassland;annual;SEG29_2008;SCH;SEG29;2008;681420493600644;1184;228;37;11;5;258.08284895377;204;24;638278233052174;2;2;1.73918227302349;11;6;171.600574257911;20;8;6814.20493600644;9;4;208912999467117;87;540898454545455;39602;8846;6789;4555;3894;4393;4978;267;2455
grassland;annual;SEG29_2009;SCH;SEG29;2009;213076466407681;899;119;20;2;2;52.8046264930916;116;17;207253556489788;1;1;5.42447268584173;0;0;0;6;4;2130.76466407681;0;0;315296229710262;87;87412125;53756;8846;6789;4555;3894;4393;4978;267;2455
grassland;annual;SEG29_2010;SCH;SEG29;2010;347845603611364;395;170;18;2;2;95.5279656549748;161;13;333398393437487;4;2;35.9880820107565;3;1;12.9560540730402;27;2;3478.45603611364;0;0;702703236642348;87;-412690833333333;47947;8846;6789;4555;3894;4393;4978;267;2455
grassland;annual;SEG29_2011;SCH;SEG29;2011;4159273585844;341;96;31;15;10;1027.71466248186;81;21;313155892336214;0;0;0;0;0;0;14;4;4159.273585844;0;0;902699303005089;87;-475194416666667;43676;8846;6789;4555;3894;4393;4978;267;2455
grassland;annual;SEG29_2012;SCH;SEG29;2012;777750022514068;834;94;24;10;6;36.5128769912273;83;17;77192035451555;0;0;0;1;1;21.7838029939571;37;4;7777.50022514068;5;2;486890882692766;87;140498644628099;32834;8846;6789;4555;3894;4393;4978;267;2455
grassland;annual;SEG29_2013;SCH;SEG29;2013;356631879494422;321;67;12;0;0;0;66;11;356518611353311;1;1;1.13268141110866;0;0;0;6;2;3566.31879494422;4;1;248381281341867;87;6686285;35896;8846;6789;4555;3894;4393;4978;267;2455
grassland;annual;SEG29_2014;SCH;SEG29;2014;243151809511579;434;45;26;9;7;243.386575558146;35;18;216634771656368;0;0;0;1;1;21.7838029939571;16;5;2431.51809511579;3;3;165926335102417;87;288427091666667;37697;8846;6789;4555;3894;4393;4978;267;2455
grassland;annual;SEG29_2015;SCH;SEG29;2015;122274245299577;398;35;22;7;6;647.864568816368;28;16;574877884179398;0;0;0;0;0;0;4;3;1222.74245299577;2;1;724895879587042;87;269047591666667;30538;8846;6789;4555;3894;4393;4978;267;2455
grassland;annual;SEG29_2016;SCH;SEG29;2016;417677502271584;392;136;20;4;3;356.249114816777;132;17;382052590789907;0;0;0;0;0;0;45;5;4176.77502271584;10;3;271163510740834;87;357556438016529;31114;8846;6789;4555;3894;4393;4978;267;2455
grassland;annual;SEG29_2017;SCH;SEG29;2017;32668035536981;838;67;25;9;8;423.530756659348;56;15;210065449616684;0;0;0;2;2;742.618300871907;6;5;3266.8035536981;3;3;614330731194393;87;114914583333333;5722;8846;6789;4555;3894;4393;4978;267;2455
grassland;annual;SEG30_2008;SCH;SEG30;2008;688109138661041;379;106;21;5;3;152.370100664903;99;16;668893918820493;1;1;16.8613595942696;1;1;22.920738146307;61;3;6881.09138661041;0;0;386917364679298;128;311286876033058;45017;429;3345;1149;646;697;7158;5071;5438
grassland;annual;SEG30_2009;SCH;SEG30;2009;169356666498695;339;65;20;5;2;11.0754520086845;59;17;167963034617381;0;0;0;1;1;2.86086680445685;19;2;1693.56666498695;0;0;115220880792314;128;919437166666667;58011;429;3345;1149;646;697;7158;5071;5438
grassland;annual;SEG30_2010;SCH;SEG30;2010;276954407919883;60;35;10;1;1;59.8356963291091;32;7;268969631331694;0;0;0;2;2;20.0120695527874;1;1;2769.54407919883;1;1;126936305142219;128;-373576166666667;49096;429;3345;1149;646;697;7158;5071;5438
grassland;annual;SEG30_2011;SCH;SEG30;2011;318950523443192;133;73;21;7;3;295.969049079203;64;16;287352411579993;0;0;0;2;2;20.0120695527874;6;2;3189.50523443192;5;1;1415022553621;128;-50240925;45909;429;3345;1149;646;697;7158;5071;5438
grassland;annual;SEG30_2012;SCH;SEG30;2012;227141422621614;194;61;17;2;2;70.4421869258668;59;15;220097203929028;0;0;0;0;0;0;7;3;2271.41422621614;3;1;25727362209252;128;167504809917355;32606;429;3345;1149;646;697;7158;5071;5438
grassland;annual;SEG30_2013;SCH;SEG30;2013;673307686136481;1400;152;30;4;2;195.200473849101;141;25;638470576073316;1;1;1.13268141110866;6;2;152.037945371446;10;3;6733.07686136481;7;1;214627588507441;128;740312583333333;37892;429;3345;1149;646;697;7158;5071;5438
grassland;annual;SEG30_2014;SCH;SEG30;2014;651478787572788;352;76;27;10;4;424.16080152599;36;19;501115970256434;0;0;0;30;4;1079.46737163755;6;3;6514.78787572788;6;3;515052063660594;128;300429858333333;39543;429;3345;1149;646;697;7158;5071;5438
grassland;annual;SEG30_2015;SCH;SEG30;2015;180951897336156;261;121;31;13;11;209.477952434039;107;19;159572233623651;0;0;0;1;1;4.31868469101339;65;2;1809.51897336156;64;1;874340946503557;128;28136735;36405;429;3345;1149;646;697;7158;5071;5438
grassland;annual;SEG30_2016;SCH;SEG30;2016;375396361601337;327;137;30;5;4;445.24170335374;126;24;316394072553498;0;0;0;6;2;144.781187124644;10;2;3753.96361601337;9;1;136590474803769;128;364028561983471;26273;429;3345;1149;646;697;7158;5071;5438
grassland;annual;SEG30_2017;SCH;SEG30;2017;257552109554919;350;89;31;5;4;234.187115848663;76;26;212894104154286;0;0;0;8;1;212.392938157663;12;3;2575.52109554919;12;3;130709415739135;128;130677416666667;57796001;429;3345;1149;646;697;7158;5071;5438
grassland;annual;SEG31_2008;SCH;SEG31;2008;119810896191838;482;239;31;2;1;31.3867697235481;225;27;118120957191762;0;0;0;12;3;137.607130284096;128;9;11981.0896191838;15;5;743968960357691;128;325780983471074;45017;6915;3729;1139;785;5835;6556;186;4274
grassland;annual;SEG31_2009;SCH;SEG31;2009;175299463898843;336;67;25;9;8;218.069083718516;51;13;149867939500502;1;1;1.87498772117138;6;3;34.3711725437279;9;1;1752.99463898843;0;0;557537342340224;128;110746158333333;58011;6915;3729;1139;785;5835;6556;186;4274
grassland;annual;SEG31_2010;SCH;SEG31;2010;209132267439276;369;98;25;3;3;67.5151359685046;89;20;195239662959513;0;0;0;6;2;71.4109088291229;33;4;2091.32267439276;29;3;905590128488685;128;-2264275;49096;6915;3729;1139;785;5835;6556;186;4274
grassland;annual;SEG31_2011;SCH;SEG31;2011;175694641364279;121;60;25;5;3;192.078524195502;53;20;153762846660997;0;0;0;2;2;27.2394228373204;13;6;1756.94641364279;7;2;475275992329306;128;-374753166666667;45909;6915;3729;1139;785;5835;6556;186;4274
grassland;annual;SEG31_2012;SCH;SEG31;2012;955436946496783;283;59;29;6;5;146.034530583517;51;22;778534613952545;0;0;0;2;2;30.8678019607213;8;5;955.436946496783;3;2;224701224000267;128;252349216666667;32606;6915;3729;1139;785;5835;6556;186;4274
grassland;annual;SEG31_2013;SCH;SEG31;2013;930170536004256;340;133;41;10;7;1211.50551896615;114;31;80720262401843;6;2;5.21754681907047;3;1;12.9560540730402;10;4;9301.70536004256;8;3;939632492241983;128;868312166666667;37892;6915;3729;1139;785;5835;6556;186;4274
grassland;annual;SEG31_2014;SCH;SEG31;2014;44894297719976;220;61;20;3;3;70.342377951108;46;16;414403853629081;0;0;0;12;1;275.048857755684;14;5;4489.4297719976;10;3;237424497125484;128;310926741666667;39543;6915;3729;1139;785;5835;6556;186;4274
grassland;annual;SEG31_2015;SCH;SEG31;2015;335747400131797;335;108;26;6;6;19.6338096521322;100;19;329199871537322;0;0;0;2;1;45.841476292614;48;6;3357.47400131797;46;4;649333659455927;128;288368041666667;36405;6915;3729;1139;785;5835;6556;186;4274
grassland;annual;SEG31_2017;SCH;SEG31;2017;874164371313527;737;161;50;6;4;235.427988682272;148;43;834623071526713;0;0;0;7;3;159.98500918586;73;10;8741.64371313527;65;7;138317708208452;128;136750358333333;57796001;6915;3729;1139;785;5835;6556;186;4274
grassland;annual;SEG32_2008;SCH;SEG32;2008;694281194174055;345;147;25;7;2;107.671039823986;126;19;657453831078005;2;2;4.15578683612744;12;2;256.44680430039;77;6;6942.81194174055;8;3;473211198919591;128;340876388429752;45017;5078;2915;1188;1152;6807;6477;3528;6441
grassland;annual;SEG32_2009;SCH;SEG32;2009;277373598247409;542;86;26;10;4;52.8816450916338;71;19;270615910103639;2;2;1.73918227302349;3;1;12.9560540730402;28;3;2773.73598247409;2;1;162984707686809;128;117411466666667;58011;5078;2915;1188;1152;6807;6477;3528;6441
grassland;annual;SEG32_2010;SCH;SEG32;2010;279307982869493;243;73;19;1;1;42.8060298962233;71;17;27273530606524;0;0;0;1;1;22.920738146307;24;6;2793.07982869493;12;3;102699876783632;128;-144138583333333;49096;5078;2915;1188;1152;6807;6477;3528;6441
grassland;annual;SEG32_2011;SCH;SEG32;2011;251686402610895;177;71;27;4;2;139.944578064222;65;23;233830532503665;0;0;0;2;2;38.614123008081;10;5;2516.86402610895;6;2;30090397251652;128;-126208166666667;45909;5078;2915;1188;1152;6807;6477;3528;6441
grassland;annual;SEG32_2012;SCH;SEG32;2012;252983192573021;231;93;24;2;2;27.2198732373262;84;19;239076524215008;0;0;0;7;3;111.846810342807;10;5;2529.83192573021;7;3;260050231060183;128;192077140495868;32606;5078;2915;1188;1152;6807;6477;3528;6441
grassland;annual;SEG32_2013;SCH;SEG32;2013;919395528301446;1707;209;41;3;3;86.0075659867977;193;30;881595680551482;3;3;7.16365495886522;10;5;284.82725655397;10;5;9193.95528301446;7;4;12832282053534;128;138456266666667;37892;5078;2915;1188;1152;6807;6477;3528;6441
grassland;annual;SEG32_2014;SCH;SEG32;2014;404836478560568;200;61;28;1;1;8.12377928500754;49;26;37881128867113;0;0;0;11;1;252.128119609377;9;3;4048.36478560568;7;2;220741385393732;128;355338883333333;39543;5078;2915;1188;1152;6807;6477;3528;6441
grassland;annual;SEG32_2015;SCH;SEG32;2015;414189919447567;306;158;26;9;7;120.048277940421;140;16;38599957334136;0;0;0;9;3;161.855183121643;53;4;4141.89919447567;51;2;636302921063195;128;330656925;36405;5078;2915;1188;1152;6807;6477;3528;6441
grassland;annual;SEG32_2016;SCH;SEG32;2016;473860438411137;393;232;25;3;3;19.6070598009575;219;20;446439128898354;0;0;0;10;2;254.606035326876;4;2;4738.60438411137;2;1;14928444821516;128;404647;26273;5078;2915;1188;1152;6807;6477;3528;6441
grassland;annual;SEG32_2017;SCH;SEG32;2017;225043718724231;464;81;31;5;4;65.9908790661499;67;24;19241279880175;0;0;0;9;3;260.318320158659;27;6;2250.43718724231;26;5;479702784826887;128;1727684;57796001;5078;2915;1188;1152;6807;6477;3528;6441
grassland;annual;SEG33_2008;SCH;SEG33;2008;600449624153944;479;207;20;3;2;73.348370283562;204;18;593114787125588;0;0;0;0;0;0;3;3;6004.49624153944;0;0;195727672390041;184;533121545454545;51378;1159;1789;1339;1237;2434;2264;4442;3123
grassland;annual;SEG33_2009;SCH;SEG33;2009;611684668611036;994;329;40;5;3;91.1184799792489;311;33;548405749956857;1;1;1.13268141110866;12;3;540.538025151432;26;3;6116.84668611036;0;0;149475726926613;184;690503583333333;5987;1159;1789;1339;1237;2434;2264;4442;3123
grassland;annual;SEG33_2010;SCH;SEG33;2010;774515040372167;183;45;15;5;4;155.609765206676;37;8;546944202387631;0;0;0;3;3;71.9610727778606;2;2;774.515040372167;0;0;119520249372713;184;-59415258333333;56129;1159;1789;1339;1237;2434;2264;4442;3123
grassland;annual;SEG33_2011;SCH;SEG33;2011;33833038139524;387;65;37;14;9;274.521840656666;49;26;273885835671577;0;0;0;2;2;369.923616579969;8;5;3383.3038139524;1;1;700376616758616;184;-77011491666667;49598;1159;1789;1339;1237;2434;2264;4442;3123
grassland;annual;SEG33_2012;SCH;SEG33;2012;488576909480621;807;139;40;10;7;253.332070109243;127;31;458296716928095;0;0;0;2;2;49.4698554160149;10;5;4885.76909480621;2;1;151334761365053;184;134705595041322;39012;1159;1789;1339;1237;2434;2264;4442;3123
grassland;annual;SEG33_2013;SCH;SEG33;2013;495751813056895;699;202;26;15;7;733.907440737309;185;17;417707593107898;2;2;46.5347587526672;0;0;0;7;4;4957.51813056895;4;2;182787317225603;184;49250675;39642;1159;1789;1339;1237;2434;2264;4442;3123
grassland;annual;SEG33_2014;SCH;SEG33;2014;386030211064455;253;67;23;3;3;212.396312713657;57;17;348153467960579;0;0;0;7;3;166.371118325101;14;5;3860.30211064455;1;1;931915603234891;184;261432625;38148;1159;1789;1339;1237;2434;2264;4442;3123
grassland;annual;SEG33_2015;SCH;SEG33;2015;42735354552712;249;74;26;9;4;292.13873159333;63;20;39472496641198;0;0;0;2;2;34.147059558071;8;3;4273.5354552712;3;1;17896807896906;184;255383366666667;32435;1159;1789;1339;1237;2434;2264;4442;3123
grassland;annual;SEG33_2016;SCH;SEG33;2016;147334248213808;445;149;23;6;5;274.203789656431;142;17;119244856728448;0;0;0;1;1;6.69012519716414;7;3;1473.34248213808;4;1;727171693651817;184;340638768595041;32879;1159;1789;1339;1237;2434;2264;4442;3123
grassland;annual;SEG33_2017;SCH;SEG33;2017;485758153064303;376;41;23;7;7;150.979708767797;33;15;274942747967396;0;0;0;1;1;59.8356963291091;1;1;485.758153064303;0;0;240684023581219;184;939107916666667;56552;1159;1789;1339;1237;2434;2264;4442;3123
grassland;annual;SEG34_2008;SCH;SEG34;2008;217239860357951;567;77;17;1;1;2.7818133518859;74;14;214556337067021;1;1;1.13268141110866;1;1;22.920738146307;2;2;2172.39860357951;0;0;139982696384349;181;563662867768595;51378;3346;1479;136;1145;2876;2387;4955;4387
grassland;annual;SEG34_2009;SCH;SEG34;2009;121079951256665;673;119;29;3;3;16.5034118622279;113;24;120299568526499;0;0;0;3;2;61.534861154388;16;4;12107.9951256665;0;0;821933197562667;181;96512825;5987;3346;1479;136;1145;2876;2387;4955;4387
grassland;annual;SEG34_2010;SCH;SEG34;2010;753465418795533;180;43;16;5;3;304.27895955928;33;10;688333913029312;0;0;0;5;3;347.036098102923;8;2;7534.65418795533;1;1;113931943488876;181;-261245833333333;56129;3346;1479;136;1145;2876;2387;4955;4387
grassland;annual;SEG34_2012;SCH;SEG34;2012;207871649295768;479;67;19;4;3;144.708611687112;61;14;190314007930984;0;0;0;2;2;30.8678019607213;17;3;2078.71649295768;0;0;870156909542571;181;171768603305785;39012;3346;1479;136;1145;2876;2387;4955;4387
grassland;annual;SEG34_2013;SCH;SEG34;2013;456040147152022;758;206;38;11;6;241.656969634105;187;29;429832856942342;5;1;3.03250430957413;3;2;17.3834281531154;5;3;4560.40147152022;4;2;630683285903497;181;820027833333333;39642;3346;1479;136;1145;2876;2387;4955;4387
grassland;annual;SEG34_2014;SCH;SEG34;2014;528377283773665;232;77;29;5;2;55.9799395208637;63;24;420643669925648;0;0;0;9;3;1021.3561989593;22;5;5283.77283773665;2;1;252818972854257;181;30169165;38148;3346;1479;136;1145;2876;2387;4955;4387
grassland;annual;SEG34_2015;SCH;SEG34;2015;813771294176177;355;61;22;3;3;276.801716157995;58;19;536969578018182;0;0;0;0;0;0;4;4;813.771294176177;0;0;204004363305602;181;288429508333333;32435;3346;1479;136;1145;2876;2387;4955;4387
grassland;annual;SEG34_2017;SCH;SEG34;2017;233745140179734;502;73;21;5;3;52.0402769178362;64;17;219372817229427;0;0;0;4;1;91.682952585228;27;4;2337.45140179734;0;0;181272416749525;181;132330566666667;56552;3346;1479;136;1145;2876;2387;4955;4387
grassland;annual;SEG35_2008;SCH;SEG35;2008;769523601239453;347;180;25;3;3;82.3114181446672;173;20;754302969839983;1;1;1.13268141110866;3;1;68.762214438921;31;4;7695.23601239453;4;2;342879435280784;18;573712776859504;51378;2108;2076;1374;108;3582;3028;6548;513
grassland;annual;SEG35_2009;SCH;SEG35;2009;434988888453088;470;71;31;3;3;7.90186296622421;65;25;431093013580557;1;1;0.606500861914825;2;2;30.4503848971686;10;5;4349.88888453088;2;2;103109336050718;18;7655935;5987;2108;2076;1374;108;3582;3028;6548;513
grassland;annual;SEG35_2010;SCH;SEG35;2010;423591955778597;102;26;16;1;1;2.7818133518859;24;14;421744435957231;0;0;0;1;1;15.693384861774;12;5;4235.91955778597;3;3;186770781465048;18;-472912916666667;56129;2108;2076;1374;108;3582;3028;6548;513
grassland;annual;SEG35_2012;SCH;SEG35;2012;768324312531628;459;137;31;13;7;227.168531498557;121;23;73764272420086;0;0;0;3;1;79.6473518091237;56;7;7683.24312531628;1;1;413057423639368;18;188466909090909;39012;2108;2076;1374;108;3582;3028;6548;513
grassland;annual;SEG35_2013;SCH;SEG35;2013;675215604925006;772;167;39;8;6;431.628761576709;138;27;61923606160091;13;2;9.98923340166809;8;4;118.177438262585;2;2;6752.15604925006;2;2;634208264852746;18;9863505;39642;2108;2076;1374;108;3582;3028;6548;513
grassland;annual;SEG35_2014;SCH;SEG35;2014;826599204642059;178;53;25;4;3;114.153678214172;47;20;776107764348693;0;0;0;2;2;390.760724719483;2;2;8265.99204642059;0;0;799090905121624;18;326148941666667;38148;2108;2076;1374;108;3582;3028;6548;513
grassland;annual;SEG35_2015;SCH;SEG35;2015;312368469504369;310;95;29;8;6;150.886474447642;78;22;276651157727928;0;0;0;9;1;206.286643316763;5;3;3123.68469504369;2;1;224695222316745;18;311711083333333;32435;2108;2076;1374;108;3582;3028;6548;513
grassland;annual;SEG35_2016;SCH;SEG35;2016;192697872851161;267;102;19;0;0;0;102;19;192697872851161;0;0;0;0;0;0;16;4;1926.97872851161;11;1;254076568664617;18;393484884297521;32879;2108;2076;1374;108;3582;3028;6548;513
grassland;annual;SEG35_2017;SCH;SEG35;2017;373908086036811;630;77;38;14;11;287.464017585122;62;26;342506772551328;0;0;0;1;1;26.5491172697079;9;4;3739.08086036811;1;1;527353166086023;18;158035425;56552;2108;2076;1374;108;3582;3028;6548;513
grassland;annual;SEG36_2008;SCH;SEG36;2008;707191959782213;721;219;27;9;5;323.000079461812;208;20;669254202622355;0;0;0;2;2;56.3774921367655;46;4;7071.91959782213;2;2;395826036598662;161;549615016528926;51351;338;163;1278;1205;2467;2434;1721;1893
grassland;annual;SEG36_2009;SCH;SEG36;2009;441269328322629;830;142;29;8;4;15.3339365644388;130;22;437897259356038;0;0;0;4;3;18.3867531014687;5;2;4412.69328322629;0;0;345592260384357;161;80739625;60525;338;163;1278;1205;2467;2434;1721;1893
